AppID,AppDescription,AppPermission
com.facebook.mlite,"A fast and data-efficient messaging app to reach the people in your life. 

Messenger Lite:
- Installs quickly. It's less than 10MB to download!
- Saves data. It loads fast, runs efficiently and uses less mobile data.
- Works everywhere. Reach people when you're in an area with a slow or unstable internet connection.

With Messenger Lite, you can:
- Contact anyone on Messenger, Facebook or Facebook Lite.
- See when people are active and available to chat.
- Message people one-on-one or in groups to catch up or make plans.
- Send photos, links, or express yourself with stickers.
- Make one-on-one voice and video calls for free over Wi-Fi (otherwise standard data charges apply). Talk as long as you want, even with people in other countries!","record audio,read the contents of your USB storage,modify or delete the contents of your USB storage,view Wi-Fi connections,read your contacts,find accounts on the device,take pictures and videos,read your own contact card,add or remove accounts,find accounts on the device,read phone status and identity,read the contents of your USB storage,modify or delete the contents of your USB storage,read phone status and identity,view network connections,prevent device from sleeping,read battery statistics,pair with Bluetooth devices,uninstall shortcuts,change network connectivity,install shortcuts,full network access,create accounts and set passwords,control vibration,change your audio settings,run at startup"
com.facebook.work,"Workplace is a communication tool that connects everyone in your company, even if they’re working remotely. Use familiar features like Groups, Chat and Video Calls to get people talking and working together. Be more productive by integrating your favorite apps from Microsoft, Google, Dropbox and more. And get peace of mind from industry standard security certifications.

Use Workplace to:

- Connect everybody - Make video calls, send instant messages and work on projects whether you’re at home, in the office, or on the shop floor.

- Talk to everybody - Share important updates in Groups, capture people’s attention with Live Video, and measure the impact with Insights.

- Engage with everybody - Join conversations with comments and reactions, get feedback in Polls, and use Auto-Translate to include non-English speakers.
 
- Work with everybody - Create Groups for your teams or projects, and use them to share updates, files, videos, photos, ideas and more.

- Access for everybody - Securely connect people on desktop and mobile, even if they don’t have an email address.

Your Workplace account is kept totally separate from Facebook. That means you own your data, and we won’t show you ads. Workplace has industry standard security certifications so you can communicate and collaborate with confidence.","read phone status and identity,directly call phone numbers,precise location (GPS and network-based),approximate location (network-based),retrieve running apps,read your own contact card,add or remove accounts,find accounts on the device,modify or delete the contents of your USB storage,read the contents of your USB storage,take pictures and videos,read calendar events plus confidential information,add or modify calendar events and send email to guests without owners' knowledge,view Wi-Fi connections,record audio,read phone status and identity,modify or delete the contents of your USB storage,read the contents of your USB storage,read your contacts,find accounts on the device,control vibration,view network connections,read battery statistics,full network access,change network connectivity,read Google service configuration,change your audio settings,access Bluetooth settings,modify system settings,create accounts and set passwords,prevent device from sleeping,control Near Field Communication,run at startup,draw over other apps,toggle sync on and off,pair with Bluetooth devices,connect and disconnect from Wi-Fi,read sync settings,send sticky broadcast,install shortcuts"
com.facebook.lite,"Keeping up with friends is faster and easier than ever with the Facebook Lite app! Use Facebook Lite as a friends app to connect and keep up with your social network. The Facebook Lite app is small, allowing you to save space on your phone and use Facebook in 2G conditions. Many of the classic features of Facebook are available on the app, such as sharing to a Timeline, liking photos, searching for people, and editing your profile and groups. Specific features include:
 
 • Find friends and family
 • Post status updates & use Facebook emoji to help relay what’s going on in your world
 • Share photos and your favorite memes
 • Get notified when friends like and comment on your posts
 • Find local social events, RSVP, and make plans to meet up with friends
 • Interact with your friends by adding your own comments or reactions to their Facebook posts
 • Save photos by adding them to photo albums
 • Follow people to get their latest news
 • Look up local businesses to see reviews, operation hours, and pictures
 • Buy and sell locally on Facebook Marketplace
 
The Facebook app does more than help you stay connected with your friends and interests. It's also your personal organizer for storing, saving and sharing photos. It's easy to share photos straight from your Android camera, and you have full control over your photos and privacy settings. You can choose when to keep individual photos private or even set up a secret photo album to control who sees it.
 
Facebook Lite also helps you keep up with the latest news and current events around the world. Subscribe to your favorite celebrities, brands, websites, artists, or sports teams to follow their News Feeds from the convenience of your Facebook Lite app!


Problems with downloading or installing the app? See https://www.facebook.com/help/fblite 
Still need help? Please tell us more about the issue: https://www.facebook.com/help/contact/640732869364975
Facebook is only available to people aged 13 and over.
Terms of Service: http://m.facebook.com/terms.php","record audio,read the contents of your USB storage,modify or delete the contents of your USB storage,view Wi-Fi connections,read your text messages (SMS or MMS),read your contacts,modify your contacts,find accounts on the device,take pictures and videos,retrieve running apps,add or modify calendar events and send email to guests without owners' knowledge,read calendar events plus confidential information,read your own contact card,add or remove accounts,find accounts on the device,read phone status and identity,read the contents of your USB storage,modify or delete the contents of your USB storage,read phone status and identity,read call log,directly call phone numbers,approximate location (network-based),precise location (GPS and network-based),draw over other apps,prevent device from sleeping,read battery statistics,uninstall shortcuts,install shortcuts,full network access,connect and disconnect from Wi-Fi,change your audio settings,run at startup,view network connections,reorder running apps,change network connectivity,create accounts and set passwords,send sticky broadcast,control vibration"
com.facebook.workchat,"The Workplace Chat app lets you keep in touch with your coworkers, wherever you are. Simply sign in to your existing account, or create one from scratch in the app itself.

With messaging tools your teams already knows how to use, Workplace Chat lets you:

- Send messages to individual coworkers, or have group conversations.

- Share unlimited files, photos and videos.

- Make voice and video calls from anywhere in the world.

- Turn on ""Do Not Disturb"" when you're busy or away from work.

Workplace Chat is ad-free and totally separate from Facebook and Messenger, making it easier to balance your work and private lives.","read the contents of your USB storage,modify or delete the contents of your USB storage,take pictures and videos,read your own contact card,add or remove accounts,find accounts on the device,view Wi-Fi connections,read calendar events plus confidential information,record audio,read your contacts,modify your contacts,find accounts on the device,read phone status and identity,directly call phone numbers,approximate location (network-based),precise location (GPS and network-based),read phone status and identity,read the contents of your USB storage,modify or delete the contents of your USB storage,toggle sync on and off,create accounts and set passwords,connect and disconnect from Wi-Fi,install shortcuts,access Bluetooth settings,pair with Bluetooth devices,view network connections,prevent device from sleeping,read Google service configuration,change network connectivity,run at startup,change your audio settings,full network access,draw over other apps,read sync settings,control Near Field Communication,control vibration"
com.facebook.pages.app,"With Facebook Business Suite (formerly Pages Manager App), you can access and manage the tools your business needs to thrive across Facebook and Instagram together, simplified and in one place.

Use this app to: 
• Create, schedule, and manage posts from a single app, so you can share with more people at once
• View all messages, comments, and activity that need your attention, so you can easily respond to customers
• See what's working with insights about your audience, so you know how you're doing on both Facebook and Instagram
• Stay focused on what matters with notifications about important activity","read phone status and identity,record audio,view Wi-Fi connections,modify or delete the contents of your USB storage,read the contents of your USB storage,read phone status and identity,directly call phone numbers,find accounts on the device,take pictures and videos,precise location (GPS and network-based),approximate location (network-based),modify or delete the contents of your USB storage,read the contents of your USB storage,read your contacts,find accounts on the device,change your audio settings,install shortcuts,create accounts and set passwords,connect and disconnect from Wi-Fi,prevent device from sleeping,run at startup,full network access,view network connections,control vibration"
com.facebook.creatorstudio,"With a host of tools designed to make scheduling, analyzing and monetizing your videos easier than ever, the Creator Studio app has something for anyone looking to bring the very best content to their audience.  

Creator Studio highlights: 

A Robust Content Library: View published, drafted and scheduled posts from one location.

Customizable Videos: Edit video titles and descriptions for tailor-made content.

Detailed Video Insights: Analyze page and post-level insights, retention and distribution metrics to tweak your strategies.

Flexible Scheduling: Make changes to your scheduled video posts as your content demands evolve. 

Track Video Engagement: Monitor and manage comments and messages from people reacting to your content.","read phone status and identity,take pictures and videos,read phone status and identity,approximate location (network-based),precise location (GPS and network-based),read the contents of your USB storage,modify or delete the contents of your USB storage,view Wi-Fi connections,read the contents of your USB storage,modify or delete the contents of your USB storage,record audio,find accounts on the device,find accounts on the device,run at startup,view network connections,draw over other apps,prevent device from sleeping,control vibration,change your audio settings,full network access,install shortcuts"
com.facebook.study,"Registered participants in the Study program use this app to take part in market research. Participation is by invitation only. If you haven't been invited to join the program, this app won't work on your phone.

About Study from Facebook:
Insights from this program help us learn which apps people value and how they’re used. That way, we can build better products for Facebook and the community.

What info does the Study app collect?
Through the Study app, we collect and analyze participants' apps usage data. This includes info about:
• The apps installed on participants' phones
• Time participants spend using apps
• Participants’ country, device, network type, carrier and language settings
• Features participants use in certain apps, like home screen or support
• Names of service providers displayed in your app, like advertising networks

How does Facebook use this info?
We gain insights using data from groups of participants for business and product research
• Info from participants helps us learn which apps people value and how they're used
• We're able to better understand our community to improve Facebook Company Products
• The Study app doesn’t collect user IDs, passwords or content people share, including messages or ad content
• We don't sell data from this app to third parties

To analyze data from the Study app, we may reference other info Facebook Viewpoints and Facebook have about you, such as your age, gender and how you use Facebook Company Products. This allows us to learn more about how you use different services.

Connecting to Facebook Company Products
We don’t add the apps usage data we collect through your participation in the Study program to accounts on other Facebook Company Products.

Your apps usage data will not be used to personalize your experience, including to provide and improve ads for you and others, on Facebook Company Products.

However, info you provided to Facebook Viewpoints or Facebook, such as your age, country and gender, may be used to personalize your experience, including to provide and improve ads for you and others, on Facebook Company Products.

For more information, program details, terms and conditions about Study from Facebook visit https://www.facebook.com/facebookstudy","view network connections,full network access,prevent device from sleeping,pair with Bluetooth devices,run at startup"
com.facebook.viewpoints,"Join Us in Shaping the Future of Technology

* Earn points and rewards - Get rewarded for participating in programs like surveys, tasks and research.
* You’re in control - Before you decide to join a program, we'll explain what data the program collects and how it's used. This is to help you make informed decisions.
* Be part of creating impactful insights - Data from Facebook Viewpoints is used to help create better apps and services, and to benefit the community.

Get started by installing the Facebook Viewpoints app and creating your account. When programs become available, we'll let you know through email or notifications. A program can be any type of task such as participating in research, taking surveys or trying new products. You'll earn points for every program you successfully complete.

Data from Facebook Viewpoints is used to help create better apps and services, and to benefit the community. We don't sell your information from this app to third parties. We don't publicly share your Facebook Viewpoints activity on Facebook or on other accounts you've linked without your permission.

Terms apply: https://www.facebook.com/help/viewpoints/tos

Disclaimer: In 2020, Facebook Viewpoints rewarded $500,000+.","view Wi-Fi connections,precise location (GPS and network-based),record audio,view network connections,full network access,prevent device from sleeping,control vibration,run at startup"
com.facebook.games,"Facebook Gaming welcomes you to a new world of play. Share in the joy and fun of rooting for top streamers as they play the world’s biggest games.

Here, you can play games instantly, and join groups centered around everything you are interested The ways to have fun are countless. Find yours.

Be among the first to try the Facebook Gaming app, the place for all your gaming interests, where you can:

*Watch*
This is where streamers call home. Plus, discover new videos from the biggest esports and gaming’s top publishers. On Facebook Gaming, there’s a whole world of gaming waiting for you to tune in.

*Play*
Play instant games anytime, anywhere, without having to download. Because when you want to play, nothing should stop you.

*Connect*
We have gaming groups for everyone, and new ones are starting up every day. 

*This app is compatible with Facebook data plans. 

Privacy Policy: https://www.facebook.com/about/privacy/
Terms of Service: https://www.facebook.com/terms.php","record audio,view Wi-Fi connections,find accounts on the device,take pictures and videos,approximate location (network-based),read the contents of your USB storage,modify or delete the contents of your USB storage,read phone status and identity,read phone status and identity,find accounts on the device,read the contents of your USB storage,modify or delete the contents of your USB storage,run at startup,view network connections,draw over other apps,prevent device from sleeping,control vibration,change your audio settings,full network access,connect and disconnect from Wi-Fi,install shortcuts"
com.facebook.analytics,"Easily track your growth, engagement, and monetization efforts with the companion app to the Facebook Analytics web product.

-See conversion rates and other important metrics and reports for all of your properties (app, website, Facebook page and Instagram profile).

-Create funnels, cohorts, overlap charts, and other data visualizations. Plus, filter by demographic or activity segments.

-Add charts to custom dashboards to track related metrics in one convenient place.

-See the charts and filters you've created in Facebook Analytics on the web. 

-Get alerted when there are significant changes to your metrics. 

-Browse automated insights* to see anomalies in your data when something unexpected occurs. 

*Automated insights may not be available to all businesses.","read the contents of your USB storage,modify or delete the contents of your USB storage,find accounts on the device,find accounts on the device,read the contents of your USB storage,modify or delete the contents of your USB storage,approximate location (network-based),precise location (GPS and network-based),view network connections,prevent device from sleeping,read sync settings,full network access,toggle sync on and off,create accounts and set passwords,control vibration"
com.facebook.adsmanager,"Stay connected with your campaigns, no matter where you are.

Create, edit and get insights from ads across the entire Facebook family of apps, including Facebook, Instagram, Messenger, WhatsApp and more.

●	View detailed real-time insights from all your campaigns
●	Turn campaigns on and off
●	Get quick alerts to know what’s happening with all your ads
●	Compare campaigns and ad sets using a side-by-side view
●	Switch between Pages and ad accounts","retrieve running apps,approximate location (network-based),precise location (GPS and network-based),read the contents of your USB storage,modify or delete the contents of your USB storage,view Wi-Fi connections,read the contents of your USB storage,modify or delete the contents of your USB storage,find accounts on the device,find accounts on the device,view network connections,prevent device from sleeping,control vibration,toggle sync on and off,create accounts and set passwords,full network access,read sync settings"
com.facebook.bishop,"The Portal app lets you display your favorite photos, create and share albums with loved ones and make calls directly to Portal, all right from your phone. 

DISPLAY AND SHARE YOUR FAVORITES PHOTOS
Display photos from your phone's camera roll directly on your Portal, or create and share albums so your loved ones can view and display them, wherever they are. 

CALL HOME FROM YOUR PHONE
When you're away from home, you can use the Portal app to call your Portal and talk to members of your household.","find accounts on the device,find accounts on the device,approximate location (network-based),read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,view Wi-Fi connections,view network connections,create accounts and set passwords,pair with Bluetooth devices,access Bluetooth settings,allow Wi-Fi Multicast reception,full network access,read sync settings,run at startup,control vibration,prevent device from sleeping,toggle sync on and off"
com.facebook.Origami,"Origami Live is the companion app for Origami Studio for Mac, a free design tool for creating interactive UI prototypes.  Create prototypes using Origami Studio for Mac, and connect an Android phone or tablet running Origami Live to use them on your device. Export prototypes to Origami Live to take them on the go. Open and share any file from Origami Studio sent over email.","approximate location (network-based),precise location (GPS and network-based),read the contents of your USB storage,modify or delete the contents of your USB storage,add or modify calendar events and send email to guests without owners' knowledge,read calendar events plus confidential information,read phone status and identity,read your contacts,modify your contacts,take pictures and videos,read the contents of your USB storage,modify or delete the contents of your USB storage,read phone status and identity,record audio,view network connections,full network access,prevent device from sleeping,pair with Bluetooth devices,control vibration,access Bluetooth settings"
com.facebook.arstudio.player,"See what your Spark AR effects look like on your mobile device.

Spark AR Player works with the Mac app, Spark AR Studio, which lets you create advanced effects with augmented reality for the Facebook camera. 

Use Spark AR Player to:
•  Mirror effects, like masks and frames, from your computer to your mobile device
•  Test how your creations respond to movement and interaction
•  Store multiple effects and versions in the app","read the contents of your USB storage,modify or delete the contents of your USB storage,view Wi-Fi connections,approximate location (network-based),precise location (GPS and network-based),record audio,find accounts on the device,read the contents of your USB storage,modify or delete the contents of your USB storage,find accounts on the device,take pictures and videos,view network connections,full network access,draw over other apps,prevent device from sleeping,control vibration,run at startup"
com.microsoft.skydrive,"Microsoft OneDrive keeps your photos and files backed up, protected, synced, and accessible on all your devices. This OneDrive app lets you view and share OneDrive files, documents, and photos with friends and family. Plus, you can use the app to automatically back up your phone’s photos and videos. Start with 5 GB of free cloud storage or upgrade to a Microsoft 365 subscription to get 1 TB of storage.

Microsoft OneDrive offers the following features:

Back up photos & videos
• Automatic photo backup when you turn on Camera Upload
• Find photos easily thanks to automatic tagging
• View photos on your phone, computer, and online

File sharing and access
• Share files, photos, videos, and albums with friends and family
• Get notifications when a shared document is edited
• Set password-protected or expiring sharing links*
• Access selected OneDrive files on the app without being online

Document Scanning
• Scan, sign, and send docs right from the OneDrive mobile app
• Scan and markup docs, receipts, whiteboards, and more

Search
• Search photos by what’s in them (i.e. beach, snow, etc.)
• Search docs by name or content

Security
• All OneDrive files are encrypted at rest and in transit
• Personal Vault lets you protect your important files with identity verification
• Restore files with version history
• Stay protected with ransomware detection & recovery*

Works with Microsoft Word, Excel, PowerPoint, OneNote, Outlook
•  Use Microsoft Office apps to edit and collaborate in real time on Word, Excel, PowerPoint and OneNote files stored in OneDrive.
•  Back up, view, and save your Office documents.

The OneDrive app for Android offers 5 GB of free cloud storage to sync photos and files across your devices, share photos and docs, and keep your digital life backed up in the cloud.

Upgrade to a Microsoft 365 subscription
With a Microsoft 365 Personal subscription you get 1TB of storage (1TB of storage per person for up to 6 people with the Family subscription), OneDrive premium features, and access to all features in Word, Excel, PowerPoint, Outlook, and OneNote on mobiles devices, web browsers, PCs and Macs. 

To make an in-app purchase of a Microsoft 365 Personal or Family subscription: open the app, tap the Me tab, then tap your storage or the diamond icon. Subscriptions begin at $6.99 a month in the US, and can vary by region. Microsoft 365 subscriptions and OneDrive standalone subscriptions purchased from the app will be charged to your Google Play store account and will automatically renew within 24 hours prior to the end of the current subscription period, unless auto-renewal is disabled beforehand. 

To manage your subscriptions or to disable auto-renewal, after purchase, go to your Google Play store account settings. A subscription cannot be cancelled or refunded during the active subscription period.

Using this OneDrive app for work or school
For you to sign into your work or school account on OneDrive, your organization needs to have a qualifying OneDrive, SharePoint Online or Microsoft 365 business subscription plan. 
 
Privacy
This app is provided by Microsoft. Data provided through the use of this store and this app may be accessible to Microsoft and transferred to, stored, and processed in the United States or any other country where Microsoft or its affiliates maintain facilities. 
 
Privacy Policy: https://go.microsoft.com/fwlink/?LinkID=507539 
Terms of Use: https://go.microsoft.com/fwlink/p/?LinkID=246338 

*Requires Microsoft 365 Personal or Family subscription","read phone status and identity,take pictures and videos,read phone status and identity,read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,find accounts on the device,add or remove accounts,find accounts on the device,read your contacts,run at startup,view network connections,prevent device from sleeping,use accounts on the device,control vibration,toggle sync on and off,create accounts and set passwords,full network access,modify system settings,read sync settings"
com.microsoft.teams,"Microsoft Teams is your hub for teamwork, which brings together everything a team needs: chat and threaded conversations, meetings & video conferencing, calling, content collaboration with the power of Microsoft 365 applications, and the ability to create and integrate apps and workflows that your business relies on.

You can now also use Microsoft Teams to manage your personal life - chat, make plans, share shopping lists, tasks and even your location, coordinate events with fellow club or family members and make decisions quickly. Teams provides a single hub to help you stay connected, get organized and bring balance to your entire life.

Easily move between your work and personal account to stay organized throughout the day. Whether you’re sprinting towards a deadline or helping your kids with their homework, Teams can help you achieve more.

Connect & Communicate
• Chat 1-1, use group messages or dedicated channels to communicate with the entire team**
• HD audio and video calls for scheduled face-to-face meetings from almost anywhere**
• Mention individual team members, or the whole team at once, to get your colleagues’ attention**
• To-do lists, calendars, and cloud storage access right in group chats
• Personal chats, documents, & files can be securely accessed 

Organize Your Whole Life
• File sharing & editing on the go makes managing your work projects a breeze**
• Intelligent search finds documents, spreadsheets, & photos in chats and team conversations ** 
• Custom notifications give you control to stay focus on what matters most** 
• Work calendar & personal calendar both in one app
• Group dashboards to view important items, shared locations, & upcoming tasks within a group chat

Safety & Security
• Enterprise-level security and compliance you expect from Microsoft 365** 
• Location sharing to let colleagues, friends and family know where you are*
• Storage in the Safe where you and your group can store, access, and share important data like passwords, frequent flier miles or your hotel reward number

*Must be enabled and active

**Commercial features of this app require a paid Microsoft 365 commercial subscription, or a trial subscription of Microsoft Teams for work. If you’re not sure about your company’s subscription or the services you have access to, visit Office.com/Teams to learn more or contact your IT department.

By downloading Teams, you agree to the license (see aka.ms/eulateamsmobile) and privacy terms (see aka.ms/privacy). For support or feedback, email us at mtandapp@microsoft.com. EU Contract Summary: aka.ms/EUContractSummary","record audio,view Wi-Fi connections,read the contents of your USB storage,modify or delete the contents of your USB storage,add or remove accounts,find accounts on the device,read the contents of your USB storage,modify or delete the contents of your USB storage,directly call phone numbers,take pictures and videos,read your contacts,modify your contacts,find accounts on the device,approximate location (network-based),precise location (GPS and network-based),view network connections,draw over other apps,prevent device from sleeping,pair with Bluetooth devices,change network connectivity,use accounts on the device,full network access,create accounts and set passwords,control vibration,change your audio settings,access Bluetooth settings,run at startup"
com.microsoft.office.excel,"The Excel spreadsheet app lets you create, view, edit, and share your files with others quickly and easily. Create spreadsheets, data analyses, charts, budgets and more while you view and edit workbooks attached to email messages.

Edit documents for data analysis, accounting, finance, or any other fields with confidence. When on the go, your data and office move with you. Create charts, run data analysis and annotate your documents from your phone at any time.

Create formulas and spreadsheets, review your charts or start a budget on the go. Make spreadsheets and data files your way with robust formatting tools and great features. Excel lets you build your charts and spreadsheets to meet your specific needs.

Get data analysis, spreadsheets and business collaboration tools on your phone with Microsoft Excel.

Microsoft Excel Features:

Spreadsheets & Calculations
• Manage charts, budgets, task lists, accounting, or financial analysis with Excel's modern templates.
• Use data analysis tools and familiar formulas to run calculations.
• Rich Office features and formatting options make your workbook easier to read and use.
• Spreadsheet and chart features, formats, and formulas operate the same way on any device.

Data Analysis
• Chart maker to annotate, edit and insert charts that bring your data to life.
• Data analysis features like Add and Edit Chart Labels to highlight key insights.

Review and Edit
• On the go? Review your Excel files from any device.
• Edit documents, charts and data or update your task list from anywhere.
• Data analysis features like sort and filter columns.
• Create spreadsheets, duplicate, hide, and unhide easily.
• Annotate charts, highlight portions of your worksheet, create shapes, or write equations with the draw tab feature on devices with touch capabilities.

Collaborate and Work Anywhere
• Share files and charts with a few taps to quickly invite others to edit, view, or leave comments.
• Edit and copy your worksheet in the body of an email message or attach a link to your workbook.

Microsoft 365
• Microsoft 365 users can access premium features:
• Chart elements can be added and modified
• Edit custom colors for shapes and formatting.
• Create charts with customized PivotTale styles and layouts.
• Data analysis via data maps.
• Create and edit SmartArt.

Create formulas, edit documents, manage budgets and design spreadsheets with Microsoft Excel today.

REQUIREMENTS:
OS version: running any of the supported versions of Android and have an ARM-based or Intel x86 processor. Support for Kitkat & Lollipop devices will continue till June 2019
1 GB RAM or above
To create or edit documents, sign in with a free Microsoft account on devices with a screen size smaller than 10.1 inches.
Unlock the full Microsoft experience with a qualifying Microsoft 365 subscription for your phone, tablet, PC, and Mac.
Microsoft 365 subscriptions purchased from the app will be charged to your Play Store account and will automatically renew within 24 hours prior to the end of the current subscription period, unless auto-renewal is disabled beforehand. You can manage your subscriptions in your Play Store account settings. A subscription cannot be cancelled during the active subscription period.
This app is provided by either Microsoft or a third-party app publisher and is subject to a separate privacy statement and terms and conditions. Data provided through the use of this store and this app may be accessible to Microsoft or the third-party app publisher, as applicable, and transferred to, stored, and processed in the United States or any other country where Microsoft or the app publisher and their affiliates or service providers maintain facilities.

Please refer to Microsoft's EULA for Terms of Service for Microsoft 365 on Android. By installing the app, you agree to these terms and conditions: http://aka.ms/eula","read the contents of your USB storage,modify or delete the contents of your USB storage,take pictures and videos,read your contacts,find accounts on the device,read phone status and identity,read the contents of your USB storage,modify or delete the contents of your USB storage,read phone status and identity,add or remove accounts,find accounts on the device,view Wi-Fi connections,full network access,create accounts and set passwords,use accounts on the device,install shortcuts,view network connections,draw over other apps,prevent device from sleeping,run at startup,measure app storage space,Google Play license check,control vibration"
com.microsoft.office.word,"Read and edit documents attached to emails, collaborate with your team and bring your office wherever you go with Microsoft Word. The Word app from Microsoft lets you create, read, edit, and share your files quickly and easily.

Word introduces a mobile PDF reader for your phone. Edit documents and read PDFs or e-books while traveling, before bedtime, or wherever you want.

Create documents, blogs, write-ups, or resumes on the go. Write letters, resumes, documents, or notes your way with robust tools that enable you to write with the best format options.

The writing app and word processor is as handy as you want it to be, whether you’re a blogger, writer, journalist, columnist, student, or a project manager working on documentation. Your office moves with you when you use Microsoft Word.

Write a letter, create templates, read Word documents, edit docs and collaborate with your team wherever you are with Microsoft Word.

Microsoft Word Features:

Create Documents With Confidence
• Create docs, assignments, letters, blogs, scripts, notes, resumes and more with beautifully designed modern templates.
• Editing with rich formatting and layout.
• Document editor keeps formats and layouts pristine and looking great.
• Docs app with templates for resumes, forms and more.

Read, Write, and Edit
• Read docs, letters, PDFs, scripts, and more on your device with Reading View.
• Edit documents from PDFs by converting to and from Word documents.
• PDF file conversion: save as PDF after editing and share your PDF file with a few taps.

Collaborate and Share With Anyone, Anywhere
• Project managers can collaborate by commenting in your doc right next to the text.
• Read & edit documents as a team and stay on top of changes to the text, layout, and formatting.
• Editor version history lets you revert to view earlier drafts.

Sharing is simplified
• Share files and collaborate with a few taps.
• File & doc permission management that lets you see who is working on them.
• Copy Microsoft Word files directly into the body of an email message with its format intact or attach your PDFs and docs to an email.

Microsoft 365
• Microsoft 365 users can access premium features:
• Editing tracks and reviews changes.
• Format with page orientation, columns, custom headers and footers.
• Edit charts and modify chart elements.

Download Microsoft Word now and edit documents anywhere.


REQUIREMENTS

OS version: running any of the supported versions of Android and have an ARM-based or Intel x86 processor. Support for Kitkat & Lollipop devices will continue till June 2019
� 1 GB RAM or above

To create or edit documents, sign in with a free Microsoft account on devices with a screen size smaller than 10.1 inches.
Unlock the full Microsoft experience with a qualifying Microsoft 365 subscription for your phone, tablet, PC, and Mac.

Microsoft 365 subscriptions purchased from the app will be charged to your Play Store account and will automatically renew within 24 hours prior to the end of the current subscription period, unless auto-renewal is disabled beforehand. You can manage your subscriptions in your Play Store account settings. A subscription cannot be cancelled during the active subscription period.
This app is provided by either Microsoft or a third-party app publisher and is subject to a separate privacy statement and terms and conditions. Data provided through the use of this store and this app may be accessible to Microsoft or the third-party app publisher, as applicable, and transferred to, stored, and processed in the United States or any other country where Microsoft or the app publisher and their affiliates or service providers maintain facilities.

Please refer to Microsoft's EULA for Terms of Service for Microsoft 365 on Android. By installing the app, you agree to these terms and conditions: http://aka.ms/eula","record audio,read the contents of your USB storage,modify or delete the contents of your USB storage,view Wi-Fi connections,read your contacts,find accounts on the device,take pictures and videos,add or remove accounts,find accounts on the device,read phone status and identity,read the contents of your USB storage,modify or delete the contents of your USB storage,read phone status and identity,draw over other apps,prevent device from sleeping,measure app storage space,set an alarm,use accounts on the device,install shortcuts,full network access,change your audio settings,run at startup,view network connections,pair with Bluetooth devices,Google Play license check,create accounts and set passwords,control vibration"
com.microsoft.office.powerpoint,"The PowerPoint app gives you access to the familiar tool you already know. Quickly create, edit, view, present, or share presentations quickly and easily from anywhere.

Need to access your most recently used PowerPoint files quickly while on the go? PowerPoint provides a quick view of your recent files for easy access on any device. Worried about multiple file versions when you work on PowerPoint mobile? Syncing is seamless across devices.

Work with anyone and present to anyone, anywhere, with confidence. With PowerPoint, your office moves with you.

Give presentations with training from Presenter Coach, a new AI tool designed to help with public speaking. Presenter Coach helps you practice your presentations with real-time suggestions to help you adjust your pacing, avoid “umms” and speak confidently.

PowerPoint lets you make a lasting impression with powerful and customizable presentations that make you stand out. Create and present with confidence, from anywhere. Making a delightful and impactful presentation has never been easier. PowerPoint gives you the ability to edit your presentation and customize it on the go, collaborating with others in real time.

Present with confidence
Never miss a beat with PowerPoint on the go. You can make new presentations or continue working on existing ones. Since PowerPoint syncs your presentations to OneDrive, you can start a presentation on your PC, then edit and present using PowerPoint mobile. With presentation view on any device present your point clearly and with confidence, all without firing up your laptop. Practice presentations with Presenter Coach to master public speaking.

Make a lasting impression
A beautifully crafted presentation is always a winner. With the powerful and highly customizable experience in PowerPoint, creating presentations that will make an impression and help you stand out is easier than ever.

Work with others easily
PowerPoint makes it easy for you to collaborate with others. With 1-click sharing, quickly invite others to edit, view, or provide feedback on your slides. Easily manage permissions and see who’s working in your presentation. Stay on top of changes and feedback from others with integrated comments within the slides. Compare changes to see how your presentation has evolved over time.


REQUIREMENTS

• OS version: running any of the supported versions of Android and have an ARM-based or Intel x86 processor. Support for Kitkat & Lollipop devices will continue till June 2019.
• 1 GB RAM or above

To create or edit documents, sign in with a free Microsoft account on devices with a screen size of 10.1 inches or smaller.
Unlock the full Microsoft experience with a qualifying Microsoft 365 subscription for your phone, tablet, PC, and Mac.

Microsoft 365 subscriptions purchased from the app will be charged to your Play Store account and will automatically renew within 24 hours prior to the end of the current subscription period, unless auto-renewal is disabled beforehand. You can manage your subscriptions in your Play Store account settings. A subscription cannot be cancelled during the active subscription period.
This app is provided by either Microsoft or a third-party app publisher and is subject to a separate privacy statement and terms and conditions. Data provided through the use of this store and this app may be accessible to Microsoft or the third-party app publisher, as applicable, and transferred to, stored, and processed in the United States or any other country where Microsoft or the app publisher and their affiliates or service providers maintain facilities.

Please refer to Microsoft’s EULA for Terms of Service for Microsoft 365 on Android. By installing the app, you agree to these terms and conditions: http://aka.ms/eula","view Wi-Fi connections,read your contacts,find accounts on the device,read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,take pictures and videos,read phone status and identity,read phone status and identity,record audio,find accounts on the device,add or remove accounts,add words to user-defined dictionary,Google Play license check,view network connections,create accounts and set passwords,measure app storage space,change your audio settings,full network access,use accounts on the device,read terms you added to the dictionary,draw over other apps,prevent device from sleeping,run at startup,install shortcuts,control vibration"
